src/entity/Entity.java:1:	ExcessivePublicCount:	ExcessivePublicCount: This class has a bunch of public methods and attributes
src/main/UI.java:283:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'textX' could be declared final
src/main/UI.java:283:	UnusedLocalVariable:	UnusedLocalVariable: Avoid unused local variables such as 'textX'.
src/main/UI.java:284:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'textY' (lines '284'-'285').
src/main/UI.java:284:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'textY' could be declared final
src/main/UI.java:284:	UnusedLocalVariable:	UnusedLocalVariable: Avoid unused local variables such as 'textY'.
src/main/UI.java:286:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UI.java:286:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'height' is not assigned and could be declared final
src/main/UI.java:286:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'width' is not assigned and could be declared final
src/main/UI.java:286:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'x' is not assigned and could be declared final
src/main/UI.java:286:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'y' is not assigned and could be declared final
src/main/UI.java:286:	ShortVariable:	ShortVariable: Avoid variables with short names like x
src/main/UI.java:286:	ShortVariable:	ShortVariable: Avoid variables with short names like y
src/main/UI.java:287:	ShortVariable:	ShortVariable: Avoid variables with short names like c
src/main/UI.java:296:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UI.java:296:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'text' is not assigned and could be declared final
src/main/UI.java:297:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/main/UI.java:297:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/main/UI.java:297:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'length' could be declared final
src/main/UI.java:298:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'x' could be declared final
src/main/UI.java:298:	ShortVariable:	ShortVariable: Avoid variables with short names like x
src/main/UI.java:299:	UnnecessaryLocalBeforeReturn:	UnnecessaryLocalBeforeReturn: Consider simply returning the value vs storing it in local variable 'x'
src/main/UI.java:301:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UI.java:301:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'tailX' is not assigned and could be declared final
src/main/UI.java:301:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'text' is not assigned and could be declared final
src/main/UI.java:302:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/main/UI.java:302:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/main/UI.java:302:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'length' could be declared final
src/main/UI.java:303:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'x' could be declared final
src/main/UI.java:303:	ShortVariable:	ShortVariable: Avoid variables with short names like x
src/main/UI.java:304:	UnnecessaryLocalBeforeReturn:	UnnecessaryLocalBeforeReturn: Consider simply returning the value vs storing it in local variable 'x'
src/main/UtilityTool.java:5:	AtLeastOneConstructor:	AtLeastOneConstructor: Each class should declare at least one constructor
src/main/UtilityTool.java:5:	CommentRequired:	CommentRequired: Class comments are required
src/main/UtilityTool.java:7:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UtilityTool.java:7:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'height' is not assigned and could be declared final
src/main/UtilityTool.java:7:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'original' is not assigned and could be declared final
src/main/UtilityTool.java:7:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'width' is not assigned and could be declared final
src/main/UtilityTool.java:8:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'scaledImage' could be declared final
src/main/UtilityTool.java:9:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'g2' could be declared final
src/main/UtilityTool.java:9:	ShortVariable:	ShortVariable: Avoid variables with short names like g2
src/main/UtilityTool.java:10:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (object not created locally)
src/main/UtilityTool.java:11:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (object not created locally)
src/object/OBJ_Chainmail.java:5:	ClassNamingConventions:	ClassNamingConventions: The class name 'OBJ_Chainmail' doesn't match '[A-Z][a-zA-Z0-9]*'
src/object/OBJ_Chainmail.java:5:	CommentRequired:	CommentRequired: Class comments are required
src/object/OBJ_Chainmail.java:7:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/object/OBJ_Chainmail.java:7:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'gp' is not assigned and could be declared final
src/object/OBJ_Chainmail.java:7:	ShortVariable:	ShortVariable: Avoid variables with short names like gp
src/object/OBJ_Chest.java:3:	UnnecessaryImport:	UnnecessaryImport: Unused import 'java.io.IOException'
src/object/OBJ_Chest.java:3:	UnusedImports:	UnusedImports: Unused import 'java.io.IOException'
src/object/OBJ_Chest.java:5:	UnnecessaryImport:	UnnecessaryImport: Unused import 'javax.imageio.ImageIO'
src/object/OBJ_Chest.java:5:	UnusedImports:	UnusedImports: Unused import 'javax.imageio.ImageIO'
src/object/OBJ_Chest.java:10:	ClassNamingConventions:	ClassNamingConventions: The class name 'OBJ_Chest' doesn't match '[A-Z][a-zA-Z0-9]*'
src/object/OBJ_Chest.java:10:	CommentRequired:	CommentRequired: Class comments are required
src/object/OBJ_Chest.java:12:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/object/OBJ_Chest.java:12:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'gp' is not assigned and could be declared final
src/object/OBJ_Chest.java:12:	ShortVariable:	ShortVariable: Avoid variables with short names like gp
src/object/OBJ_Door.java:3:	UnnecessaryImport:	UnnecessaryImport: Unused import 'java.io.IOException'
src/object/OBJ_Door.java:3:	UnusedImports:	UnusedImports: Unused import 'java.io.IOException'
src/object/OBJ_Door.java:5:	UnnecessaryImport:	UnnecessaryImport: Unused import 'javax.imageio.ImageIO'
src/object/OBJ_Door.java:5:	UnusedImports:	UnusedImports: Unused import 'javax.imageio.ImageIO'
src/object/OBJ_Door.java:10:	ClassNamingConventions:	ClassNamingConventions: The class name 'OBJ_Door' doesn't match '[A-Z][a-zA-Z0-9]*'
src/object/OBJ_Door.java:10:	CommentRequired:	CommentRequired: Class comments are required
src/object/OBJ_Door.java:13:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/object/OBJ_Door.java:13:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'gp' is not assigned and could be declared final
src/object/OBJ_Door.java:13:	ShortVariable:	ShortVariable: Avoid variables with short names like gp
src/object/OBJ_Key.java:3:	UnnecessaryImport:	UnnecessaryImport: Unused import 'java.io.IOException'
src/object/OBJ_Key.java:3:	UnusedImports:	UnusedImports: Unused import 'java.io.IOException'
src/object/OBJ_Key.java:5:	UnnecessaryImport:	UnnecessaryImport: Unused import 'javax.imageio.ImageIO'
src/object/OBJ_Key.java:5:	UnusedImports:	UnusedImports: Unused import 'javax.imageio.ImageIO'
src/object/OBJ_Key.java:10:	ClassNamingConventions:	ClassNamingConventions: The class name 'OBJ_Key' doesn't match '[A-Z][a-zA-Z0-9]*'
src/object/OBJ_Key.java:10:	CommentRequired:	CommentRequired: Class comments are required
src/object/OBJ_Key.java:11:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/object/OBJ_Key.java:11:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'gp' is not assigned and could be declared final
src/object/OBJ_Key.java:11:	ShortVariable:	ShortVariable: Avoid variables with short names like gp
src/object/OBJ_Sheild.java:5:	ClassNamingConventions:	ClassNamingConventions: The class name 'OBJ_Sheild' doesn't match '[A-Z][a-zA-Z0-9]*'
src/object/OBJ_Sheild.java:5:	CommentRequired:	CommentRequired: Class comments are required
src/object/OBJ_Sheild.java:7:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/object/OBJ_Sheild.java:7:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'gp' is not assigned and could be declared final
src/object/OBJ_Sheild.java:7:	ShortVariable:	ShortVariable: Avoid variables with short names like gp
src/object/OBJ_Shortsword_Normal.java:6:	ClassNamingConventions:	ClassNamingConventions: The class name 'OBJ_Shortsword_Normal' doesn't match '[A-Z][a-zA-Z0-9]*'
src/object/OBJ_Shortsword_Normal.java:6:	CommentRequired:	CommentRequired: Class comments are required
src/object/OBJ_Shortsword_Normal.java:7:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/object/OBJ_Shortsword_Normal.java:7:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'gp' is not assigned and could be declared final
src/object/OBJ_Shortsword_Normal.java:7:	ShortVariable:	ShortVariable: Avoid variables with short names like gp
src/tile/Tile.java:5:	AtLeastOneConstructor:	AtLeastOneConstructor: Each class should declare at least one constructor
src/tile/Tile.java:5:	CommentRequired:	CommentRequired: Class comments are required
src/tile/Tile.java:5:	ShortClassName:	ShortClassName: Avoid short class names like Tile
src/tile/Tile.java:6:	CommentRequired:	CommentRequired: Field comments are required
src/tile/Tile.java:7:	CommentRequired:	CommentRequired: Field comments are required
src/tile/Tile.java:7:	RedundantFieldInitializer:	RedundantFieldInitializer: Avoid using redundant field initializer for 'collision'
src/tile/TileManager.java:14:	CommentRequired:	CommentRequired: Class comments are required
src/tile/TileManager.java:15:	CommentDefaultAccessModifier:	CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the gp field if you want a default access modifier
src/tile/TileManager.java:15:	CommentRequired:	CommentRequired: Field comments are required
src/tile/TileManager.java:15:	DefaultPackage:	DefaultPackage: Use explicit scoping instead of the default package private level
src/tile/TileManager.java:15:	ShortVariable:	ShortVariable: Avoid variables with short names like gp
src/tile/TileManager.java:16:	CommentRequired:	CommentRequired: Field comments are required
src/tile/TileManager.java:17:	CommentRequired:	CommentRequired: Field comments are required
src/tile/TileManager.java:19:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/tile/TileManager.java:19:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'gp' is not assigned and could be declared final
src/tile/TileManager.java:19:	ShortVariable:	ShortVariable: Avoid variables with short names like gp
src/tile/TileManager.java:26:	ConstructorCallsOverridableMethod:	ConstructorCallsOverridableMethod: Overridable method 'getTileImage' called during object construction
src/tile/TileManager.java:27:	ConstructorCallsOverridableMethod:	ConstructorCallsOverridableMethod: Overridable method 'loadMap' called during object construction
src/tile/TileManager.java:30:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/tile/TileManager.java:30:	LinguisticNaming:	LinguisticNaming: Linguistics Antipattern - The getter 'getTileImage' should not return void linguistically
src/tile/TileManager.java:33:	AvoidDuplicateLiterals:	AvoidDuplicateLiterals: The String literal "grass00" appears 11 times in this file; the first occurrence is on line 33
src/tile/TileManager.java:78:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/tile/TileManager.java:78:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'collision' is not assigned and could be declared final
src/tile/TileManager.java:78:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'imageName' is not assigned and could be declared final
src/tile/TileManager.java:78:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'index' is not assigned and could be declared final
src/tile/TileManager.java:80:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'uTool' could be declared final
src/tile/TileManager.java:84:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/tile/TileManager.java:88:	AvoidPrintStackTrace:	AvoidPrintStackTrace: Avoid printStackTrace(); use a logger call instead.
src/tile/TileManager.java:91:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/tile/TileManager.java:91:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'filepath' is not assigned and could be declared final
src/tile/TileManager.java:93:	CloseResource:	CloseResource: Ensure that resources like this InputStream object are closed after use
src/tile/TileManager.java:93:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/tile/TileManager.java:93:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'is' could be declared final
src/tile/TileManager.java:93:	ShortVariable:	ShortVariable: Avoid variables with short names like is
src/tile/TileManager.java:94:	CloseResource:	CloseResource: Ensure that resources like this InputStream object are closed after use
src/tile/TileManager.java:94:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'br' could be declared final
src/tile/TileManager.java:94:	ShortVariable:	ShortVariable: Avoid variables with short names like br
src/tile/TileManager.java:100:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'line' (lines '100'-'100').
src/tile/TileManager.java:100:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'line' (lines '100'-'119').
src/tile/TileManager.java:100:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'line' could be declared final
src/tile/TileManager.java:103:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (object not created locally)
src/tile/TileManager.java:103:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'numbers' could be declared final
src/tile/TileManager.java:105:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'num' could be declared final
src/tile/TileManager.java:116:	AvoidCatchingGenericException:	AvoidCatchingGenericException: Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block
src/tile/TileManager.java:116:	EmptyCatchBlock:	EmptyCatchBlock: Avoid empty catch blocks
src/tile/TileManager.java:121:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/tile/TileManager.java:121:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'g2' is not assigned and could be declared final
src/tile/TileManager.java:121:	ShortVariable:	ShortVariable: Avoid variables with short names like g2
src/tile/TileManager.java:129:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'tileNum' (lines '129'-'129').
src/tile/TileManager.java:129:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'tileNum' (lines '129'-'151').
src/tile/TileManager.java:129:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'tileNum' could be declared final
src/tile/TileManager.java:131:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'worldX' could be declared final
src/tile/TileManager.java:132:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'worldY' could be declared final
src/tile/TileManager.java:133:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'screenX' (lines '133'-'133').
src/tile/TileManager.java:133:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'screenX' (lines '133'-'151').
src/tile/TileManager.java:133:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'screenX' could be declared final
src/tile/TileManager.java:134:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'screenY' (lines '134'-'134').
src/tile/TileManager.java:134:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'screenY' (lines '134'-'151').
src/tile/TileManager.java:134:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'screenY' could be declared final
